2	2
3	6
4	24
5	120
6	720
7	5040
8	40320
9	362880
10	3628800
11	39916800
12	479001600
13	1932053504
14	1278945280
15	2004310016
16	2004189184
17	-288522240
18	-898433024
19	109641728

2	219283456
3	657850368
4	-1663565824
5	272105472
6	1632632832
7	-1456472064
8	1233125376
9	-1786773504
10	-687865856
11	1023410176
12	-603979776
13	738197504
14	1744830464
15	402653184
16	-2147483648
17	-2147483648
18	0
19	0
